timestamp,bid,ask
1790330962,4302.69,4303.44
1790330962,4302.78,4303.53
1790330963,4302.76,4303.51
1790330963,4302.9,4303.65
1790330963,4302.8,4303.55
1790330963,4302.78,4303.53
1790330963,4302.77,4303.52
1790330963,4302.8,4303.55
1790330963,4302.81,4303.56
1790330964,4302.93,4303.43
1790330964,4302.87,4303.37
1790330964,4302.8,4303.3
1790330965,4302.81,4303.31
1790330965,4302.71,4303.21
1790330965,4302.69,4303.19
1790330965,4302.66,4303.16
1790330965,4302.63,4303.13
1790330965,4302.53,4303.03
1790330965,4302.4,4302.9
1790330966,4302.38,4302.88
1790330966,4302.36,4302.86
1790330966,4302.45,4302.95
1790330966,4302.53,4303.03
1790330966,4302.62,4303.12
1790330966,4302.58,4303.33
1790330966,4302.72,4303.22
1790330966,4302.6,4303.35
1790330967,4302.75,4303.25
1790330967,4302.8,4303.3
1790330967,4302.81,4303.31
1790330967,4302.8,4303.3
1790330967,4302.81,4303.31
1790330968,4302.69,4303.44
1790330968,4302.91,4303.41
1790330968,4302.88,4303.38
1790330968,4302.81,4303.31
1790330968,4302.8,4303.3
1790330968,4302.86,4303.36
1790330969,4302.88,4303.38
1790330969,4302.82,4303.32
1790330969,4302.81,4303.31
1790330969,4302.8,4303.3
1790330970,4302.81,4303.31
1790330971,4302.79,4303.29
1790330971,4302.58,4303.33
1790330971,4302.59,4303.34
1790330971,4302.8,4303.3
1790330971,4302.8,4303.55
1790330971,4302.79,4303.54
1790330971,4302.8,4303.55
1790330971,4302.85,4303.6
1790330972,4302.76,4303.51
1790330972,4302.64,4303.39
1790330972,4302.54,4303.29
1790330972,4302.37,4303.12
1790330972,4302.28,4303.03
1790330972,4302.27,4303.02
1790330972,4302.37,4303.12
1790330972,4302.35,4303.1
1790330972,4302.34,4303.09
1790330973,4302.33,4303.08
1790330973,4302.35,4303.1
1790330974,4302.31,4303.06
1790330974,4302.28,4303.03
1790330974,4302.27,4303.02
1790330975,4302.28,4303.03
1790330975,4302.22,4302.97
1790330975,4302.17,4302.92
1790330975,4302.15,4302.9
1790330975,4302.12,4302.87
1790330976,4302.1,4302.85
1790330976,4302.09,4302.84
1790330976,4302.12,4302.87
1790330976,4302.11,4302.86
1790330976,4302.12,4302.87
1790330976,4302.2,4302.95
1790330977,4302.19,4302.94
1790330977,4302.09,4302.84
1790330977,4301.99,4302.74
1790330977,4301.98,4302.73
1790330978,4301.95,4302.7
1790330978,4301.93,4302.68
1790330978,4301.89,4302.64
1790330979,4301.88,4302.63
1790330979,4301.9,4302.65
1790330979,4301.86,4302.61
1790330979,4301.83,4302.58
1790330980,4301.79,4302.54
1790330980,4301.77,4302.52
1790330980,4301.72,4302.47
1790330981,4301.83,4302.58
1790330981,4301.97,4302.72
1790330981,4302.07,4302.82
1790330981,4302.16,4302.91
1790330981,4302.14,4302.89
1790330981,4302.11,4302.86
1790330981,4302.04,4302.79
1790330982,4302.01,4302.76
1790330982,4302.0,4302.75
1790330982,4302.07,4302.82
1790330982,4302.06,4302.81
1790330982,4302.03,4302.78
1790330982,4301.92,4302.67
1790330982,4301.93,4302.68
1790330982,4302.02,4302.77
1790330982,4302.04,4302.79
1790330983,4302.05,4302.8
1790330983,4302.09,4302.84
1790330983,4302.08,4302.83
1790330983,4301.96,4302.71
1790330984,4301.94,4302.69
1790330984,4302.0,4302.75
1790330984,4302.01,4302.76
1790330985,4301.88,4302.63
1790330985,4301.87,4302.62
1790330985,4301.89,4302.64
1790330985,4301.9,4302.65
1790330985,4301.92,4302.67
1790330986,4301.95,4302.7
1790330986,4301.9,4302.65
1790330987,4301.89,4302.64
1790330987,4301.88,4302.63
1790330988,4301.87,4302.62
1790330988,4301.85,4302.6
1790330989,4301.84,4302.59
1790330989,4301.73,4302.48
1790330989,4301.61,4302.36
1790330989,4301.49,4302.24
1790330989,4301.47,4302.22
1790330989,4301.44,4302.19
1790330989,4301.46,4302.21
1790330990,4301.52,4302.27
1790330990,4301.54,4302.29
1790330990,4301.51,4302.26
1790330990,4301.6,4302.35
1790330990,4301.55,4302.3
1790330990,4301.51,4302.26
1790330990,4301.62,4302.37
1790330990,4301.72,4302.47
1790330991,4301.7,4302.45
1790330991,4301.61,4302.36
1790330991,4301.62,4302.37
1790330991,4301.61,4302.36
1790330992,4301.58,4302.33
1790330992,4301.6,4302.35
1790330992,4301.61,4302.36
1790330993,4301.6,4302.35
1790330993,4301.59,4302.34
1790330993,4301.58,4302.33
1790330994,4301.56,4302.31
1790330994,4301.46,4302.21
1790330994,4301.36,4302.11
1790330994,4301.35,4302.1
1790330994,4301.37,4302.12
1790330994,4301.35,4302.1
1790330994,4301.26,4302.01
1790330994,4301.12,4301.87
1790330995,4301.1,4301.85
1790330995,4301.12,4301.87
1790330995,4300.98,4301.73
1790330995,4300.9,4301.65
1790330995,4300.91,4301.66
1790330996,4300.93,4301.68
1790330996,4300.94,4301.69
1790330996,4301.04,4301.79
1790330996,4301.11,4301.86
1790330996,4301.09,4301.84
1790330996,4301.12,4301.87
1790330996,4301.13,4301.88
1790330997,4301.11,4301.86
1790330997,4301.0,4301.75
1790330997,4301.09,4301.84
1790330997,4301.12,4301.87
1790330997,4301.13,4301.88
1790330997,4301.11,4301.86
1790330997,4300.98,4301.73
1790330997,4300.89,4301.64
1790330997,4300.99,4301.74
1790330998,4300.98,4301.73
1790330998,4301.0,4301.75
1790330998,4300.99,4301.74
1790330998,4301.03,4301.78
1790330998,4301.04,4301.79
1790330998,4301.05,4301.8
1790330998,4301.17,4301.92
1790330999,4301.16,4301.91
1790330999,4301.25,4302.0
1790330999,4301.2,4301.95
1790330999,4301.18,4301.93
1790330999,4301.2,4301.95
1790330999,4301.21,4301.96
1790331000,4301.3,4302.05
1790331000,4301.31,4302.06
1790331000,4301.28,4302.03
1790331000,4301.19,4301.94
1790331000,4301.13,4301.88
1790331000,4301.15,4301.9
1790331001,4301.16,4301.91
1790331001,4301.15,4301.9
1790331003,4301.17,4301.92
1790331003,4301.23,4301.98
1790331003,4301.28,4302.03
1790331003,4301.29,4302.04
1790331004,4301.28,4302.03
1790331004,4301.48,4301.98
1790331005,4301.41,4301.91
1790331005,4301.33,4301.83
1790331005,4301.24,4301.74
1790331005,4301.11,4301.86
1790331005,4301.2,4301.7
1790331005,4301.09,4301.59
1790331005,4301.04,4301.54
1790331005,4301.03,4301.53
1790331005,4300.94,4301.44
1790331005,4300.8,4301.3
1790331005,4300.71,4301.21
1790331005,4300.63,4301.13
1790331006,4300.59,4301.09
1790331006,4300.66,4301.16
1790331006,4300.62,4301.12
1790331006,4300.61,4301.11
1790331006,4300.6,4301.1
1790331007,4300.59,4301.09
1790331007,4300.48,4301.23
1790331007,4300.62,4301.12
1790331008,4300.61,4301.11
1790331008,4300.51,4301.01
1790331008,4300.43,4300.93
1790331008,4300.35,4300.85
1790331008,4300.34,4300.84
1790331008,4300.33,4300.83
1790331009,4300.41,4300.91
1790331009,4300.53,4301.03
1790331009,4300.61,4301.11
1790331009,4300.51,4301.01
1790331009,4300.43,4300.93
1790331009,4300.41,4300.91
1790331009,4300.37,4300.87
1790331009,4300.33,4300.83
1790331010,4300.31,4300.81
1790331010,4300.22,4300.72
1790331010,4300.14,4300.64
1790331010,4300.13,4300.63
1790331010,4300.22,4300.72
1790331010,4300.27,4300.77
1790331010,4300.24,4300.74
1790331011,4300.16,4300.66
1790331011,4300.08,4300.58
1790331011,4300.18,4300.68
1790331011,4300.26,4300.76
1790331011,4300.29,4300.79
1790331011,4300.32,4300.82
1790331011,4300.39,4300.89
1790331011,4300.3,4300.8
1790331012,4300.2,4300.7
1790331012,4300.25,4300.75
1790331012,4300.26,4300.76
1790331012,4300.28,4300.78
1790331012,4300.26,4300.76
1790331012,4300.27,4300.77
1790331012,4300.19,4300.69
1790331013,4300.2,4300.7
1790331014,4300.12,4300.62
1790331014,4300.11,4300.61
1790331014,4300.09,4300.59
1790331015,4300.06,4300.56
1790331015,4300.08,4300.58
1790331015,4300.09,4300.59
1790331016,4300.08,4300.58
1790331016,4300.1,4300.6
1790331017,4300.09,4300.59
1790331018,4300.08,4300.58
1790331018,4300.03,4300.53
1790331018,4300.06,4300.56
1790331018,4300.09,4300.59
1790331018,4300.0,4300.5
1790331018,4299.91,4300.41
1790331018,4299.82,4300.32
1790331018,4299.81,4300.31
1790331019,4299.74,4300.24
1790331019,4299.73,4300.23
1790331019,4299.88,4300.38
1790331019,4299.94,4300.44
1790331020,4299.96,4300.46
1790331020,4299.95,4300.45
1790331021,4299.94,4300.44
1790331021,4299.93,4300.43
1790331022,4299.92,4300.42
1790331022,4300.0,4300.5
1790331022,4300.01,4300.51
1790331022,4300.0,4300.5
1790331023,4300.01,4300.51
1790331023,4300.02,4300.52
1790331023,4300.04,4300.54
1790331023,4300.05,4300.55
1790331023,4299.88,4300.63
1790331024,4299.95,4300.45
1790331024,4299.92,4300.42
1790331024,4299.84,4300.34
1790331025,4299.91,4300.41
1790331025,4299.92,4300.42
1790331025,4299.82,4300.32
1790331026,4299.78,4300.28
1790331026,4299.79,4300.29
1790331026,4299.87,4300.37
1790331026,4299.95,4300.45
1790331026,4299.99,4300.49
1790331026,4300.0,4300.5
1790331026,4300.01,4300.51
1790331027,4300.0,4300.5
1790331029,4300.01,4300.51
1790331029,4300.06,4300.56
1790331029,4300.23,4300.73
1790331029,4300.21,4300.71
1790331029,4300.13,4300.63
1790331029,4300.16,4300.66
1790331029,4300.24,4300.74
1790331029,4300.33,4300.83
1790331029,4300.24,4300.74
1790331029,4300.16,4300.66
1790331030,4300.14,4300.64
1790331030,4300.18,4300.68
1790331030,4300.21,4300.71
1790331031,4300.19,4300.69
1790331031,4300.21,4300.71
1790331032,4300.22,4300.72
1790331032,4300.31,4300.81
1790331032,4300.28,4300.78
1790331032,4300.23,4300.73
1790331034,4300.3,4300.8
1790331034,4300.32,4300.82
1790331034,4300.4,4300.9
1790331034,4300.41,4300.91
1790331034,4300.35,4300.85
1790331034,4300.42,4300.92
1790331035,4300.4,4300.9
1790331035,4300.39,4300.89
1790331035,4300.32,4300.82
1790331035,4300.14,4300.64
1790331035,4300.0,4300.5
1790331035,4299.94,4300.44
1790331036,4299.93,4300.43
1790331036,4299.9,4300.4
1790331037,4299.87,4300.37
1790331037,4299.84,4300.34
1790331037,4299.73,4300.23
1790331037,4299.64,4300.14
1790331037,4299.69,4300.19
1790331037,4299.7,4300.2
1790331037,4299.72,4300.22
1790331037,4299.71,4300.21
1790331038,4299.72,4300.22
